EmployeeID,Name,DeptID,HireDate,Status,Salary,PerformanceScore,JobSatisfaction,TerminationDate
1455,Employee_454,2,2020-05-28,Active,136652,5,3,
1456,Employee_455,3,2020-08-17,Active,139304,2,3,
1457,Employee_456,5,2022-02-13,Active,65426,2,4,
1458,Employee_457,2,2019-03-29,Active,57772,5,3,
1459,Employee_458,4,2020-10-16,Active,143754,5,1,
1460,Employee_459,2,2023-01-27,Terminated,43712,4,1,2024-06-01
1461,Employee_460,5,2020-03-26,Active,41367,3,3,
1462,Employee_461,5,2019-10-21,Active,146493,2,1,
1463,Employee_462,4,2022-03-20,Terminated,147317,3,4,2023-02-08
1464,Employee_463,2,2019-07-01,Terminated,131736,4,1,2020-05-22
1465,Employee_464,5,2021-04-30,Active,91924,5,4,
1466,Employee_465,3,2020-12-08,Active,43726,3,2,
1467,Employee_466,1,2022-03-16,Terminated,129152,5,2,2024-04-09
1468,Employee_467,1,2018-01-17,Active,67723,5,2,
1469,Employee_468,1,2021-04-10,Active,143110,1,2,
1470,Employee_469,2,2021-05-28,Active,140494,3,1,
1471,Employee_470,4,2018-06-07,Terminated,49108,3,3,2020-08-23
1472,Employee_471,5,2019-04-22,Active,117714,5,1,
1473,Employee_472,3,2020-12-05,Active,75643,4,4,
1474,Employee_473,3,2021-10-28,Terminated,71324,1,1,2023-01-07
1475,Employee_474,2,2019-06-02,Active,143896,5,1,
1476,Employee_475,1,2018-04-09,Active,123360,2,4,
1477,Employee_476,2,2023-03-31,Active,48927,2,2,
1478,Employee_477,4,2022-11-04,Terminated,133680,1,2,2025-01-10
1479,Employee_478,4,2020-11-26,Active,136546,4,2,
1480,Employee_479,5,2018-10-07,Active,62443,5,3,
1481,Employee_480,5,2021-10-04,Active,119973,3,4,
1482,Employee_481,4,2019-05-12,Active,103449,1,4,
1483,Employee_482,4,2018-10-29,Active,149834,4,1,
1484,Employee_483,4,2018-06-30,Terminated,145314,3,3,2020-10-20
1485,Employee_484,2,2019-08-30,Active,116743,2,2,
1486,Employee_485,4,2021-01-27,Active,100233,2,3,
1487,Employee_486,3,2019-12-01,Active,65537,3,4,
1488,Employee_487,1,2020-09-19,Active,141293,1,4,
1489,Employee_488,4,2021-02-13,Active,117576,2,1,
1490,Employee_489,1,2018-07-10,Active,147522,5,1,
1491,Employee_490,2,2018-09-10,Active,62612,3,4,
1492,Employee_491,1,2020-09-07,Active,133977,3,2,
1493,Employee_492,2,2020-07-16,Active,46471,2,2,
1494,Employee_493,3,2021-03-30,Active,75631,1,3,
1495,Employee_494,2,2021-07-03,Active,148997,5,4,
1496,Employee_495,2,2021-09-08,Active,132059,1,4,
1497,Employee_496,5,2018-05-08,Active,71348,4,2,
1498,Employee_497,4,2018-01-18,Active,104732,4,2,
1499,Employee_498,4,2022-12-22,Active,41177,2,4,
1500,Employee_499,3,2022-10-25,Terminated,44760,2,1,2024-07-28
